ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Rps3	ribosomal protein S3(Rps3)	Mus musculus	NA	NA	GO:0006281~DNA repair,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006412~translation,GO:0006417~regulation of translation,GO:0006915~apoptotic process,GO:0006974~cellular response to DNA damage stimulus,GO:0006979~response to oxidative stress,GO:0007049~cell cycle,GO:0007059~chromosome segregation,GO:0007067~mitotic nuclear division,GO:0010628~positive regulation of gene expression,GO:0017148~negative regulation of translation,GO:0031116~positive regulation of microtubule polymerization,GO:0031397~negative regulation of protein ubiquitination,GO:0032079~positive regulation of endodeoxyribonuclease activity,GO:0042769~DNA damage response, detection of DNA damage,GO:0042981~regulation of apoptotic process,GO:0043507~positive regulation of JUN kinase activity,GO:0045738~negative regulation of DNA repair,GO:0045739~positive regulation of DNA repair,GO:0051225~spindle assembly,GO:0051301~cell division,GO:0061481~response to TNF agonist,GO:0070301~cellular response to hydrogen peroxide,GO:1901224~positive regulation of NIK/NF-kappaB signaling,GO:1902231~positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,GO:1902546~positive regulation of DNA N-glycosylase activity,GO:1905053~positive regulation of base-excision repair,GO:1990090~cellular response to nerve growth factor stimulus,GO:2001235~positive regulation of apoptotic signaling pathway,GO:2001272~positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,GO:0005840~ribosome,GO:0005844~polysome,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0005925~focal adhesion,GO:0012505~endomembrane system,GO:0015935~small ribosomal subunit,GO:0016020~membrane,GO:0022627~cytosolic small ribosomal subunit,GO:0030425~dendrite,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0032587~ruffle membrane,GO:0070062~extracellular exosome,GO:0071159~NF-kappaB complex,GO:0072686~mitotic spindle,	GO:0003677~DNA binding,GO:0003684~damaged DNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003735~structural constituent of ribosome,GO:0003906~DNA-(apurinic or apyrimidinic site) lyase activity,GO:0004520~endodeoxyribonuclease activity,GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0008134~transcription factor binding,GO:0008534~oxidized purine nucleobase lesion DNA N-glycosylase activity,GO:0015631~tubulin binding,GO:0016829~lyase activity,GO:0019899~enzyme binding,GO:0019900~kinase binding,GO:0019901~protein kinase binding,GO:0030544~Hsp70 protein binding,GO:0032183~SUMO binding,GO:0032357~oxidized purine DNA binding,GO:0032358~oxidized pyrimidine DNA binding,GO:0044390~ubiquitin-like protein conjugating enzyme binding,GO:0044822~poly(A) RNA binding,GO:0051018~protein kinase A binding,GO:0051879~Hsp90 protein binding,GO:0070181~small ribosomal subunit rRNA binding,GO:0097100~supercoiled DNA binding,	IPR001351:Ribosomal protein S3, C-terminal,IPR004044:K Homology domain, type 2,IPR005703:Ribosomal protein S3, eukaryotic/archaeal,IPR009019:K homology domain, prokaryotic type,IPR015946:K homology domain-like, alpha/beta,IPR018280:Ribosomal protein S3, conserved site,	mmu03010:Ribosome,	NA	NA	Acetylation,Apoptosis,Cell cycle,Cell division,Complete proteome,Cytoplasm,Cytoskeleton,Direct protein sequencing,DNA damage,DNA repair,DNA-binding,Isopeptide bond,Lyase,Membrane,Methylation,Mitochondrion,Mitochondrion inner membrane,Mitosis,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,Transcription,Transcription regulation,Translation regulation,Ubl conjugation,	chain:40S ribosomal protein S3,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),domain:KH type-2,modified residue,
Rps4x	ribosomal protein S4, X-linked(Rps4x)	Mus musculus	NA	NA	GO:0006412~translation,GO:0007275~multicellular organism development,GO:0008284~positive regulation of cell proliferation,GO:0045727~positive regulation of translation,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005844~polysome,GO:0005925~focal adhesion,GO:0015935~small ribosomal subunit,GO:0016020~membrane,GO:0022627~cytosolic small ribosomal subunit,GO:0030529~intracellular ribonucleoprotein complex,GO:0036464~cytoplasmic ribonucleoprotein granule,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,GO:0044822~poly(A) RNA binding,	IPR000876:Ribosomal protein S4e,IPR002942:RNA-binding S4 domain,IPR005824:KOW,IPR013843:Ribosomal protein S4e, N-terminal,IPR013845:Ribosomal protein S4e, central region,IPR018199:Ribosomal protein S4e, N-terminal, conserved site,	mmu03010:Ribosome,	PIRSF002116:ribosomal protein S4a/S4e,	SM00363:S4,	Acetylation,Complete proteome,Cytoplasm,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,rRNA-binding,	chain:40S ribosomal protein S4, X isoform,domain:S4 RNA-binding,modified residue,sequence conflict,
Rps9	ribosomal protein S9(Rps9)	Mus musculus	NA	NA	GO:0006412~translation,GO:0008284~positive regulation of cell proliferation,GO:0045903~positive regulation of translational fidelity,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005925~focal adhesion,GO:0015935~small ribosomal subunit,GO:0016020~membrane,GO:0022627~cytosolic small ribosomal subunit,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,GO:0044822~poly(A) RNA binding,GO:0045182~translation regulator activity,GO:1990932~5.8S rRNA binding,	IPR001912:Ribosomal protein S4/S9, N-terminal,IPR002942:RNA-binding S4 domain,IPR005710:Ribosomal protein S4/S9, eukaryotic/archaeal,IPR018079:Ribosomal protein S4, conserved site,IPR022801:Ribosomal protein S4/S9,	mmu03010:Ribosome,	NA	SM00363:S4,SM01390:SM01390,	Acetylation,Complete proteome,Cytoplasm,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,rRNA-binding,	chain:40S ribosomal protein S9,domain:S4 RNA-binding,modified residue,sequence conflict,
Safb	scaffold attachment factor B(Safb)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0030520~intracellular estrogen receptor signaling pathway,GO:0040007~growth,GO:0042445~hormone metabolic process,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0050684~regulation of mRNA processing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000166~nucleotide binding,GO:0001047~core promoter binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003690~double-stranded DNA binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR003034:SAP domain,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,SM00513:SAP,	Acetylation,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repressor,RNA-binding,Transcription,Transcription regulation,Ubl conjugation,	NA
Srrm1	serine/arginine repetitive matrix 1(Srrm1)	Mus musculus	NA	NA	GO:0000375~RNA splicing, via transesterification reactions,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0016363~nuclear matrix,GO:0016607~nuclear speck,GO:0071013~catalytic step 2 spliceosome,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR002483:PWI domain,	mmu03013:RNA transport,mmu03015:mRNA surveillance pathway,	NA	SM00311:PWI,	Acetylation,Alternative splicing,Citrullination,Complete proteome,DNA-binding,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,Spliceosome,Ubl conjugation,	chain:Serine/arginine repetitive matrix protein 1,compositionally biased region:Arg-rich,compositionally biased region:Lys-rich,compositionally biased region:Pro-rich,compositionally biased region:Ser-rich,domain:PWI,modified residue,region of interest:Necessary for DNA and RNA-binding,region of interest:Necessary for mRNA 3'-end cleavage and cytoplasmic accumulation,region of interest:Necessary for speckles and matrix localization,sequence conflict,splice variant,
Srsf1	serine/arginine-rich splicing factor 1(Srsf1)	Mus musculus	NA	NA	GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000395~mRNA 5'-splice site recognition,GO:0001701~in utero embryonic development,GO:0006397~mRNA processing,GO:0006810~transport,GO:0008380~RNA splicing,GO:0033120~positive regulation of RNA splicing,GO:0048709~oligodendrocyte differentiation,GO:0051028~mRNA transport,GO:0060048~cardiac muscle contraction,GO:0097421~liver regeneration,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0016607~nuclear speck,GO:0035145~exon-exon junction complex,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0043422~protein kinase B binding,GO:0044822~poly(A) RNA binding,GO:0050733~RS domain binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,	NA	SM00360:RRM,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,Spliceosome,Transport,Ubl conjugation,	chain:Splicing factor, arginine/serine-rich 1,compositionally biased region:Arg/Ser-rich (RS domain),compositionally biased region:Gly-rich (hinge region),domain:RRM 1,domain:RRM 2,helix,modified residue,region of interest:Interacts with SAFB1,sequence conflict,splice variant,strand,
Srsf10	serine/arginine-rich splicing factor 10(Srsf10)	Mus musculus	NA	NA	GO:0000375~RNA splicing, via transesterification reactions,GO:0000398~mRNA splicing, via spliceosome,GO:0006355~regulation of transcription, DNA-templated,GO:0006376~mRNA splice site selection,GO:0006397~mRNA processing,GO:0006406~mRNA export from nucleus,GO:0008380~RNA splicing,GO:0016482~cytosolic transport,GO:0048024~regulation of mRNA splicing, via spliceosome,GO:0048025~negative regulation of mRNA splicing, via spliceosome,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0016607~nuclear speck,GO:0030425~dendrite,GO:0043025~neuronal cell body,GO:0043679~axon terminus,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,GO:0051082~unfolded protein binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,	NA	SM00360:RRM,	Alternative splicing,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,	chain:Splicing factor, arginine/serine-rich 13A,compositionally biased region:Arg/Ser-rich (RS domain),domain:RRM,modified residue,sequence conflict,splice variant,
Srsf2	serine/arginine-rich splicing factor 2(Srsf2)	Mus musculus	NA	NA	GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0007067~mitotic nuclear division,GO:0008380~RNA splicing,GO:0033197~response to vitamin E,	GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0016607~nuclear speck,GO:0035061~interchromatin granule,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0005080~protein kinase C binding,GO:0005515~protein binding,GO:0036002~pre-mRNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR003954:RNA recognition motif domain, eukaryote,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,	NA	SM00360:RRM,SM00361:RRM_1,	Acetylation,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Reference proteome,RNA-binding,	chain:Splicing factor, arginine/serine-rich 2,compositionally biased region:Arg/Ser-rich (RS domain),compositionally biased region:Gly-rich (hinge region),domain:RRM,modified residue,sequence conflict,
Srsf3	serine/arginine-rich splicing factor 3(Srsf3)	Mus musculus	NA	NA	GO:0006397~mRNA processing,GO:0006810~transport,GO:0008286~insulin receptor signaling pathway,GO:0008380~RNA splicing,GO:0048024~regulation of mRNA splicing, via spliceosome,GO:0051028~mRNA transport,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0016607~nuclear speck,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0043274~phospholipase binding,GO:0044822~poly(A) RNA binding,GO:1990825~sequence-specific mRNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,	NA	SM00360:RRM,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Reference proteome,Repeat,RNA-binding,Transport,	chain:Splicing factor, arginine/serine-rich 3,compositionally biased region:Arg/Ser-rich (RS domain),domain:RRM,modified residue,region of interest:2 X approximate repeats, basic,repeat:B-1,repeat:B-2,splice variant,
Srsf5	serine/arginine-rich splicing factor 5(Srsf5)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0009611~response to wounding,GO:0032868~response to insulin,GO:0032869~cellular response to insulin stimulus,GO:0033120~positive regulation of RNA splicing,GO:0051726~regulation of cell cycle,GO:0097421~liver regeneration,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0016607~nuclear speck,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0043422~protein kinase B binding,GO:0044822~poly(A) RNA binding,GO:0050733~RS domain binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,	NA	SM00360:RRM,	Acetylation,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,Transcription,Transcription regulation,	chain:Splicing factor, arginine/serine-rich 5,compositionally biased region:Arg/Ser-rich (RS domain),compositionally biased region:Gly-rich (hinge region),domain:RRM 1,domain:RRM 2,modified residue,
Srsf6	serine/arginine-rich splicing factor 6(Srsf6)	Mus musculus	NA	NA	GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0006376~mRNA splice site selection,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0010629~negative regulation of gene expression,GO:0010837~regulation of keratinocyte proliferation,GO:0032868~response to insulin,GO:0045617~negative regulation of keratinocyte differentiation,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0060501~positive regulation of epithelial cell proliferation involved in lung morphogenesis,GO:0060548~negative regulation of cell death,GO:0061041~regulation of wound healing,GO:2000675~negative regulation of type B pancreatic cell apoptotic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016607~nuclear speck,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0036002~pre-mRNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,	NA	SM00360:RRM,	Acetylation,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,RNA-binding,	NA
Srsf7	serine/arginine-rich splicing factor 7(Srsf7)	Mus musculus	NA	NA	GO:0006397~mRNA processing,GO:0006810~transport,GO:0008380~RNA splicing,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0051028~mRNA transport,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0044822~poly(A) RNA binding,GO:0046872~metal ion binding,	IPR000504:RNA recognition motif domain,IPR001878:Zinc finger, CCHC-type,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,	NA	SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Metal-binding,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Reference proteome,Repeat,Repressor,RNA-binding,Transport,Zinc,Zinc-finger,	chain:Splicing factor, arginine/serine-rich 7,compositionally biased region:Arg/Ser-rich (RS domain),domain:RRM,modified residue,region of interest:6 X 8 AA repeats of R-R-S-R-S-X-S-X,repeat:1,repeat:2,repeat:3,repeat:4,repeat:5; approximate,repeat:6; approximate,sequence conflict,splice variant,zinc finger region:CCHC-type,
Srsf9	serine/arginine-rich splicing factor 9(Srsf9)	Mus musculus	NA	NA	GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0009636~response to toxic substance,GO:0043279~response to alkaloid,GO:0048025~negative regulation of mRNA splicing, via spliceosome,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,mmu05168:Herpes simplex infection,	NA	SM00360:RRM,	3D-structure,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,RNA-binding,	chain:Splicing factor, arginine/serine-rich 9,compositionally biased region:Arg/Ser-rich (RS domain),compositionally biased region:Gly-rich (hinge region),domain:RRM 1,domain:RRM 2,helix,modified residue,region of interest:Interacts with SAFB1,sequence conflict,strand,turn,
Serbp1	serpine1 mRNA binding protein 1(Serbp1)	Mus musculus	NA	NA	GO:0042981~regulation of apoptotic process,GO:0098609~cell-cell adhesion,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005913~cell-cell adherens junction,GO:0016020~membrane,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0044822~poly(A) RNA binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR006861:Hyaluronan/mRNA-binding protein,IPR027205:Plasminogen activator inhibitor 1 RNA-binding protein,	NA	NA	SM01233:SM01233,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Isopeptide bond,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,Ubl conjugation,	chain:Plasminogen activator inhibitor 1 RNA- binding protein,modified residue,sequence conflict,splice variant,
